('23.50015688', '87.30590226') ['18:30:04']
('23.50327991', '87.30754205') ['18:31:07']
('23.52657128', '87.3111169') ['18:35:50']
('23.52832155', '87.31114036') ['18:37:54']
('23.53512236', '87.29748496') ['18:40:42']
('23.53594027', '87.29588303') ['18:41:52']
('23.53762182', '87.29674854') ['18:42:42']
('23.53922096', '87.29311355') ['18:44:37']
('23.54206219', '87.28978907') ['18:46:09']
('23.54448643', '87.28286404') ['18:53:26']
('23.54697363', '87.28256789') ['18:55:42']
('23.5481809', '87.28357216') ['18:56:29']
('23.55014318', '87.28502931') ['18:57:38']
('23.55068152', '87.28553709') ['18:58:11']
('23.55119907', '87.2859786') ['18:58:34']
('23.55248986', '87.28700361') ['18:59:24']
('23.55437443', '87.28611526') ['19:00:25']
('23.55437572', '87.28608932') ['19:00:33']
('23.55910798', '87.28460645') ['19:02:24']
('23.56390632', '87.28382947') ['19:04:22']
('23.56421156', '87.28302809') ['19:05:09']
