('23.49466727', '87.31719271') ['18:05:11']
('23.49646958', '87.31363616') ['18:03:33']
('23.50361626', '87.30776569') ['18:00:49']
('23.51116761', '87.31067678') ['17:59:22']
('23.52714866', '87.31122995') ['17:55:46']
('23.52811361', '87.31119533') ['17:55:06']
('23.52890333', '87.31050518') ['17:54:43']
('23.53332021', '87.30653326') ['17:53:13']
('23.53550237', '87.29722424') ['17:49:16']
('23.53759359', '87.29679184') ['17:47:49']
('23.53830821', '87.29788084') ['17:46:54']
('23.53889421', '87.29821717') ['17:46:22']
('23.54170623', '87.30010434') ['17:45:17']
('23.5424383', '87.30692975') ['17:42:24']
('23.54258411', '87.30071431') ['17:44:55']
('23.54331535', '87.30121384') ['17:44:31']
('23.54433309', '87.30827626') ['17:41:33']
('23.5446443', '87.30208481') ['17:43:56']
('23.54660476', '87.30987144') ['17:38:22']
('23.5484871', '87.3014295') ['17:36:22']
('23.55202419', '87.29693974') ['17:34:55']
('23.55931858', '87.29883134') ['17:33:10']
('23.56000011', '87.29878056') ['17:32:33']
('23.56531972', '87.28352631') ['17:02:25']
('23.56818078', '87.29889045') ['17:31:00']
('23.57222358', '87.3026083') ['17:26:17']
('23.57229124', '87.28409738') ['17:04:36']
('23.57379632', '87.27650022') ['17:06:33']
('23.57416438', '87.29923705') ['17:24:16']
('23.57502411', '87.29147339') ['17:22:32']
('23.57538354', '87.27562055') ['17:07:05']
('23.57651721', '87.27494091') ['17:07:37']
('23.57928103', '87.29159426') ['17:21:47']
('23.57960751', '87.2735005') ['17:08:27']
('23.57965014', '87.28062188') ['17:12:55']
('23.57998932', '87.28748967') ['17:20:53']
('23.58027961', '87.27949523') ['17:12:23']
('23.58234734', '87.27599868') ['17:09:25']
('23.58285343', '87.28334658') ['17:14:47']
('23.58320216', '87.28755943') ['17:20:11']
('23.58632158', '87.28759841') ['17:19:31']
('23.58704071', '87.28351518') ['17:15:47']
('23.58884732', '87.28196907') ['17:17:03']
('23.58899185', '87.28624776') ['17:18:47']
('23.59068835', '87.28448446') ['17:18:00']
