Reliance
#signalStrength,time
12,05/19/2015 11:54:32,
12,05/19/2015 11:54:35,
11,05/19/2015 11:54:37,
11,05/19/2015 11:54:41,
14,05/19/2015 11:54:43,
14,05/19/2015 11:54:44,
14,05/19/2015 11:54:48,
13,05/19/2015 11:54:52,
13,05/19/2015 11:54:57,
13,05/19/2015 11:54:59,
11,05/19/2015 11:55:01,
11,05/19/2015 11:55:01,
11,05/19/2015 11:55:06,
9,05/19/2015 11:55:10,
9,05/19/2015 11:55:15,
24,05/19/2015 11:55:22,
24,05/19/2015 11:55:26,
24,05/19/2015 11:55:33,
24,05/19/2015 11:55:35,
14,05/19/2015 11:55:43,
14,05/19/2015 11:55:44,
22,05/19/2015 11:55:48,
22,05/19/2015 11:55:48,
12,05/19/2015 11:55:52,
21,05/19/2015 11:55:57,
21,05/19/2015 11:55:57,
21,05/19/2015 11:56:00,
21,05/19/2015 11:56:01,
21,05/19/2015 11:56:01,
21,05/19/2015 11:56:01,
21,05/19/2015 11:56:11,
14,05/19/2015 11:56:11,
14,05/19/2015 11:56:11,
14,05/19/2015 11:56:13,
14,05/19/2015 11:56:13,
24,05/19/2015 11:56:15,
24,05/19/2015 11:56:19,
24,05/19/2015 11:56:20,
24,05/19/2015 11:56:20,
18,05/19/2015 11:56:24,
16,05/19/2015 11:56:34,
24,05/19/2015 11:56:37,
31,05/19/2015 11:56:43,
22,05/19/2015 11:56:49,
21,05/19/2015 11:56:52,
12,05/19/2015 11:56:55,
11,05/19/2015 11:56:58,
14,05/19/2015 11:57:01,
23,05/19/2015 11:57:04,
31,05/19/2015 11:57:07,
13,05/19/2015 11:57:13,
15,05/19/2015 11:57:19,
22,05/19/2015 11:57:22,
20,05/19/2015 11:57:25,
12,05/19/2015 11:57:28,
11,05/19/2015 11:57:31,
12,05/19/2015 11:57:49,
11,05/19/2015 11:57:52,
8,05/19/2015 11:58:10,
16,05/19/2015 11:58:17,
16,05/19/2015 11:58:17,
14,05/19/2015 11:58:20,
14,05/19/2015 11:58:20,
31,05/19/2015 11:58:22,
22,05/19/2015 11:58:26,
31,05/19/2015 11:58:28,
23,05/19/2015 11:58:31,
21,05/19/2015 11:58:35,
13,05/19/2015 11:58:37,
23,05/19/2015 11:58:40,
15,05/19/2015 11:58:44,
14,05/19/2015 11:58:46,
21,05/19/2015 11:58:49,
22,05/19/2015 11:58:53,
14,05/19/2015 11:58:55,
13,05/19/2015 11:59:04,
11,05/19/2015 11:59:07,
19,05/19/2015 11:59:29,
22,05/19/2015 11:59:31,
12,05/19/2015 11:59:33,
10,05/19/2015 11:59:38,
10,05/19/2015 11:59:49,
15,05/19/2015 11:59:49,
15,05/19/2015 11:59:49,
15,05/19/2015 11:59:50,
15,05/19/2015 11:59:51,
9,05/19/2015 11:59:56,
9,05/19/2015 12:00:02,
9,05/19/2015 12:00:02,
9,05/19/2015 12:00:02,
15,05/19/2015 12:00:11,
12,05/19/2015 12:00:14,
17,05/19/2015 12:00:25,
20,05/19/2015 12:00:34,
22,05/19/2015 12:00:38,
31,05/19/2015 12:00:43,
25,05/19/2015 12:00:56,
23,05/19/2015 12:01:03,
13,05/19/2015 12:01:10,
22,05/19/2015 12:01:12,
14,05/19/2015 12:01:19,
13,05/19/2015 12:01:23,
22,05/19/2015 12:01:28,
21,05/19/2015 12:01:30,
12,05/19/2015 12:01:32,
15,05/19/2015 12:01:39,
22,05/19/2015 12:01:48,
31,05/19/2015 12:01:50,
22,05/19/2015 12:01:55,
15,05/19/2015 12:01:57,
22,05/19/2015 12:02:03,
15,05/19/2015 12:02:10,
24,05/19/2015 12:02:15,
17,05/19/2015 12:02:21,
13,05/19/2015 12:02:24,
11,05/19/2015 12:02:28,
14,05/19/2015 12:02:30,
13,05/19/2015 12:02:37,
22,05/19/2015 12:02:39,
15,05/19/2015 12:02:48,
14,05/19/2015 12:02:55,
14,05/19/2015 12:03:04,
12,05/19/2015 12:03:13,
10,05/19/2015 12:03:15,
16,05/19/2015 12:03:24,
17,05/19/2015 12:03:26,
25,05/19/2015 12:03:33,
16,05/19/2015 12:03:40,
24,05/19/2015 12:03:42,
31,05/19/2015 12:03:49,
24,05/19/2015 12:03:53,
20,05/19/2015 12:03:58,
14,05/19/2015 12:04:00,
23,05/19/2015 12:04:02,
31,05/19/2015 12:04:07,
26,05/19/2015 12:04:16,
18,05/19/2015 12:04:18,
23,05/19/2015 12:04:29,
31,05/19/2015 12:04:34,
22,05/19/2015 12:04:38,
13,05/19/2015 12:04:43,
14,05/19/2015 12:04:47,
23,05/19/2015 12:04:54,
13,05/19/2015 12:04:58,
26,05/19/2015 12:05:05,
16,05/19/2015 12:05:07,
31,05/19/2015 12:05:14,
24,05/19/2015 12:05:18,
16,05/19/2015 12:05:23,
23,05/19/2015 12:05:36,
25,05/19/2015 12:05:41,
16,05/19/2015 12:05:43,
17,05/19/2015 12:05:50,
25,05/19/2015 12:05:52,
22,05/19/2015 12:05:54,
21,05/19/2015 12:05:59,
10,05/19/2015 12:06:01,
12,05/19/2015 12:06:03,
11,05/19/2015 12:06:12,
12,05/19/2015 12:06:19,
14,05/19/2015 12:06:21,
22,05/19/2015 12:06:44,
10,05/19/2015 12:06:46,
8,05/19/2015 12:06:48,
10,05/19/2015 12:06:57,
7,05/19/2015 12:06:59,
10,05/19/2015 12:07:04,
9,05/19/2015 12:07:13,
10,05/19/2015 12:07:19,
26,05/19/2015 12:07:24,
18,05/19/2015 12:07:28,
15,05/19/2015 12:07:33,
23,05/19/2015 12:07:37,
16,05/19/2015 12:07:39,
18,05/19/2015 12:07:42,
24,05/19/2015 12:07:46,
12,05/19/2015 12:07:48,
9,05/19/2015 12:07:51,
10,05/19/2015 12:07:53,
16,05/19/2015 12:07:57,
24,05/19/2015 12:08:02,
31,05/19/2015 12:08:04,
19,05/19/2015 12:08:11,
16,05/19/2015 12:08:13,
24,05/19/2015 12:08:15,
16,05/19/2015 12:08:20,
17,05/19/2015 12:08:24,
22,05/19/2015 12:08:38,
25,05/19/2015 12:08:47,
31,05/19/2015 12:08:49,
26,05/19/2015 12:08:56,
23,05/19/2015 12:08:58,
21,05/19/2015 12:09:00,
23,05/19/2015 12:09:07,
31,05/19/2015 12:09:09,
22,05/19/2015 12:09:54,
25,05/19/2015 12:09:58,
22,05/19/2015 12:10:07,
20,05/19/2015 12:10:11,
31,05/19/2015 12:10:14,
23,05/19/2015 12:10:16,
14,05/19/2015 12:10:20,
15,05/19/2015 12:10:29,
22,05/19/2015 12:10:34,
15,05/19/2015 12:10:38,
23,05/19/2015 12:10:41,
21,05/19/2015 12:10:47,
13,05/19/2015 12:10:50,
10,05/19/2015 12:10:52,
15,05/19/2015 12:10:56,
17,05/19/2015 12:10:59,
20,05/19/2015 12:11:05,
28,05/19/2015 12:11:08,
25,05/19/2015 12:11:14,
25,05/19/2015 12:11:18,
9,05/19/2015 12:11:18,
9,05/19/2015 12:11:18,
9,05/19/2015 12:11:19,
9,05/19/2015 12:11:20,
9,05/19/2015 12:11:26,
9,05/19/2015 12:11:29,
31,05/19/2015 12:11:32,
31,05/19/2015 12:11:32,
31,05/19/2015 12:11:35,
31,05/19/2015 12:11:38,
31,05/19/2015 12:11:44,
31,05/19/2015 12:11:47,
31,05/19/2015 12:11:50,
31,05/19/2015 12:11:53,
31,05/19/2015 12:11:56,
31,05/19/2015 12:12:02,
31,05/19/2015 12:12:11,
19,05/19/2015 12:12:14,
16,05/19/2015 12:12:17,
16,05/19/2015 12:12:17,
31,05/19/2015 12:12:20,
31,05/19/2015 12:12:20,
23,05/19/2015 12:12:23,
31,05/19/2015 12:12:28,
31,05/19/2015 12:12:28,
12,05/19/2015 12:12:32,
12,05/19/2015 12:12:32,
12,05/19/2015 12:12:35,
12,05/19/2015 12:12:37,
19,05/19/2015 12:12:41,
19,05/19/2015 12:12:41,
26,05/19/2015 12:12:44,
26,05/19/2015 12:12:44,
26,05/19/2015 12:12:46,
29,05/19/2015 12:12:47,
21,05/19/2015 12:12:50,
21,05/19/2015 12:12:50,
21,05/19/2015 12:12:59,
22,05/19/2015 12:13:02,
22,05/19/2015 12:13:02,
22,05/19/2015 12:13:04,
22,05/19/2015 12:13:11,
21,05/19/2015 12:13:14,
21,05/19/2015 12:13:18,
15,05/19/2015 12:13:23,
15,05/19/2015 12:13:27,
17,05/19/2015 12:13:29,
17,05/19/2015 12:13:31,
31,05/19/2015 12:13:32,
23,05/19/2015 12:13:35,
23,05/19/2015 12:13:36,
17,05/19/2015 12:13:44,
17,05/19/2015 12:13:49,
16,05/19/2015 12:13:50,
16,05/19/2015 12:13:51,
16,05/19/2015 12:13:58,
12,05/19/2015 12:14:02,
10,05/19/2015 12:14:05,
10,05/19/2015 12:14:05,
10,05/19/2015 12:14:07,
10,05/19/2015 12:14:09,
10,05/19/2015 12:14:12,
10,05/19/2015 12:14:16,
20,05/19/2015 12:14:18,
20,05/19/2015 12:14:20,
18,05/19/2015 12:14:23,
18,05/19/2015 12:14:25,
19,05/19/2015 12:14:27,
19,05/19/2015 12:14:27,
17,05/19/2015 12:14:34,
31,05/19/2015 12:14:41,
25,05/19/2015 12:14:43,
24,05/19/2015 12:14:45,
24,05/19/2015 12:14:47,
13,05/19/2015 12:14:52,
13,05/19/2015 12:14:52,
13,05/19/2015 12:14:52,
13,05/19/2015 12:14:52,
13,05/19/2015 12:14:52,
14,05/19/2015 12:14:59,
17,05/19/2015 12:15:07,
16,05/19/2015 12:15:16,
17,05/19/2015 12:15:19,
17,05/19/2015 12:15:30,
12,05/19/2015 12:15:30,
12,05/19/2015 12:15:30,
12,05/19/2015 12:15:32,
15,05/19/2015 12:15:34,
10,05/19/2015 12:15:37,
10,05/19/2015 12:15:50,
22,05/19/2015 12:15:55,
21,05/19/2015 12:15:59,
22,05/19/2015 12:16:04,
14,05/19/2015 12:16:08,
24,05/19/2015 12:16:10,
21,05/19/2015 12:16:12,
21,05/19/2015 12:16:14,
22,05/19/2015 12:16:17,
22,05/19/2015 12:16:17,
18,05/19/2015 12:16:19,
16,05/19/2015 12:16:21,
17,05/19/2015 12:16:26,
17,05/19/2015 12:16:26,
7,05/19/2015 12:16:28,
11,05/19/2015 12:16:37,
11,05/19/2015 12:16:37,
11,05/19/2015 12:16:44,
22,05/19/2015 12:16:46,
22,05/19/2015 12:16:46,
31,05/19/2015 12:16:48,
31,05/19/2015 12:16:50,
31,05/19/2015 12:16:53,
22,05/19/2015 12:16:55,
22,05/19/2015 12:16:55,
21,05/19/2015 12:17:00,
26,05/19/2015 12:17:06,
18,05/19/2015 12:17:08,
18,05/19/2015 12:17:11,
20,05/19/2015 12:17:13,
19,05/19/2015 12:17:15,
19,05/19/2015 12:17:17,
23,05/19/2015 12:17:17,
23,05/19/2015 12:17:22,
25,05/19/2015 12:17:24,
24,05/19/2015 12:17:26,
26,05/19/2015 12:17:31,
20,05/19/2015 12:17:33,
19,05/19/2015 12:17:35,
19,05/19/2015 12:17:38,
16,05/19/2015 12:17:40,
23,05/19/2015 12:17:42,
23,05/19/2015 12:17:47,
23,05/19/2015 12:17:49,
12,05/19/2015 12:17:51,
9,05/19/2015 12:17:53,
9,05/19/2015 12:17:53,
24,05/19/2015 12:17:58,
24,05/19/2015 12:17:58,
11,05/19/2015 12:18:00,
11,05/19/2015 12:18:02,
11,05/19/2015 12:18:05,
12,05/19/2015 12:18:07,
12,05/19/2015 12:18:07,
12,05/19/2015 12:18:11,
12,05/19/2015 12:18:13,
12,05/19/2015 12:18:16,
23,05/19/2015 12:18:18,
23,05/19/2015 12:18:20,
15,05/19/2015 12:18:22,Dummy_1+
23,05/19/2015 12:18:25,
23,05/19/2015 12:18:25,
23,05/19/2015 12:18:29,
31,05/19/2015 12:18:31,
31,05/19/2015 12:18:31,
23,05/19/2015 12:18:34,
23,05/19/2015 12:18:34,
31,05/19/2015 12:18:36,
31,05/19/2015 12:18:40,
24,05/19/2015 12:18:45,
16,05/19/2015 12:18:49,
16,05/19/2015 12:18:49,
25,05/19/2015 12:18:52,
25,05/19/2015 12:18:56,
31,05/19/2015 12:18:58,
31,05/19/2015 12:19:02,
31,05/19/2015 12:19:05,
31,05/19/2015 12:19:07,
31,05/19/2015 12:19:16,
31,05/19/2015 12:19:20,
23,05/19/2015 12:19:21,
23,05/19/2015 12:19:23,
23,05/19/2015 12:19:26,
23,05/19/2015 12:19:29,
31,05/19/2015 12:19:30,
31,05/19/2015 12:19:32,
31,05/19/2015 12:19:35,
23,05/19/2015 12:19:36,
21,05/19/2015 12:19:39,
21,05/19/2015 12:19:41,
21,05/19/2015 12:19:43,
10,05/19/2015 12:19:48,
12,05/19/2015 12:19:52,
21,05/19/2015 12:19:56,
21,05/19/2015 12:19:59,
23,05/19/2015 12:20:01,
23,05/19/2015 12:20:01,
23,05/19/2015 12:20:05,
26,05/19/2015 12:20:05,
17,05/19/2015 12:20:10,
14,05/19/2015 12:20:12,
15,05/19/2015 12:20:14,
19,05/19/2015 12:20:19,
19,05/19/2015 12:20:26,
27,05/19/2015 12:20:32,
21,05/19/2015 12:20:37,
16,05/19/2015 12:20:41,
13,05/19/2015 12:20:48,
13,05/19/2015 12:20:50,
10,05/19/2015 12:20:50,
10,05/19/2015 12:20:52,
10,05/19/2015 12:20:55,
10,05/19/2015 12:20:59,
27,05/19/2015 12:21:05,
26,05/19/2015 12:21:08,
26,05/19/2015 12:21:08,
26,05/19/2015 12:21:09,
26,05/19/2015 12:21:09,
26,05/19/2015 12:21:09,
21,05/19/2015 12:21:17,
23,05/19/2015 12:21:26,
24,05/19/2015 12:21:28,
27,05/19/2015 12:21:41,
23,05/19/2015 12:21:56,
30,05/19/2015 12:21:59,
26,05/19/2015 12:22:05,
27,05/19/2015 12:22:08,
17,05/19/2015 12:22:14,
17,05/19/2015 12:22:16,
15,05/19/2015 12:22:16,
15,05/19/2015 12:22:16,
16,05/19/2015 12:22:17,
16,05/19/2015 12:22:17,
16,05/19/2015 12:22:20,
16,05/19/2015 12:22:29,
16,05/19/2015 12:22:29,
16,05/19/2015 12:22:30,
26,05/19/2015 12:22:35,
24,05/19/2015 12:22:41,
25,05/19/2015 12:22:44,
22,05/19/2015 12:22:56,
25,05/19/2015 12:22:59,
30,05/19/2015 12:23:02,
24,05/19/2015 12:23:08,
26,05/19/2015 12:23:14,
30,05/19/2015 12:23:17,
25,05/19/2015 12:23:40,
29,05/19/2015 12:23:44,
26,05/19/2015 12:23:53,
31,05/19/2015 12:24:02,
24,05/19/2015 12:24:05,
23,05/19/2015 12:24:11,
19,05/19/2015 12:24:16,
24,05/19/2015 12:24:23,
27,05/19/2015 12:24:25,
25,05/19/2015 12:24:29,
31,05/19/2015 12:24:34,
22,05/19/2015 12:24:47,
18,05/19/2015 12:24:50,
26,05/19/2015 12:25:01,
22,05/19/2015 12:25:08,
16,05/19/2015 12:25:10,
30,05/19/2015 12:25:14,
22,05/19/2015 12:25:35,
19,05/19/2015 12:25:50,
19,05/19/2015 12:25:56,
18,05/19/2015 12:25:59,
24,05/19/2015 12:26:02,
24,05/19/2015 12:26:06,
14,05/19/2015 12:26:06,
14,05/19/2015 12:26:06,
14,05/19/2015 12:26:09,
14,05/19/2015 12:26:11,
14,05/19/2015 12:26:19,
14,05/19/2015 12:26:19,
14,05/19/2015 12:26:19,
17,05/19/2015 12:26:23,
25,05/19/2015 12:26:29,
31,05/19/2015 12:26:32,
25,05/19/2015 12:26:35,
19,05/19/2015 12:26:38,
16,05/19/2015 12:26:44,
17,05/19/2015 12:26:47,
31,05/19/2015 12:26:53,
23,05/19/2015 12:26:56,
18,05/19/2015 12:26:59,
24,05/19/2015 12:27:02,
15,05/19/2015 12:27:08,
23,05/19/2015 12:27:11,
25,05/19/2015 12:27:14,
18,05/19/2015 12:27:17,
21,05/19/2015 12:27:23,
23,05/19/2015 12:27:29,
31,05/19/2015 12:27:32,
24,05/19/2015 12:27:35,
14,05/19/2015 12:27:38,
13,05/19/2015 12:27:41,
19,05/19/2015 12:27:49,
27,05/19/2015 12:27:51,
23,05/19/2015 12:27:54,
11,05/19/2015 12:27:58,
22,05/19/2015 12:28:00,
31,05/19/2015 12:28:03,
21,05/19/2015 12:28:09,
13,05/19/2015 12:28:12,
30,05/19/2015 12:28:16,
14,05/19/2015 12:28:20,
12,05/19/2015 12:28:27,
10,05/19/2015 12:28:29,
29,05/19/2015 12:28:36,
13,05/19/2015 12:28:43,
22,05/19/2015 12:29:03,
12,05/19/2015 12:29:08,
22,05/19/2015 12:29:16,
12,05/19/2015 12:29:19,
11,05/19/2015 12:29:21,
12,05/19/2015 12:29:30,
21,05/19/2015 12:29:34,
31,05/19/2015 12:29:37,
14,05/19/2015 12:29:39,
22,05/19/2015 12:29:46,
14,05/19/2015 12:29:48,
23,05/19/2015 12:29:52,
24,05/19/2015 12:29:55,
31,05/19/2015 12:29:57,
12,05/19/2015 12:30:01,
11,05/19/2015 12:30:04,
12,05/19/2015 12:30:06,
14,05/19/2015 12:30:12,
13,05/19/2015 12:30:15,
11,05/19/2015 12:30:19,
12,05/19/2015 12:30:24,
31,05/19/2015 12:30:30,
11,05/19/2015 12:30:37,
13,05/19/2015 12:30:39,
10,05/19/2015 12:30:46,
22,05/19/2015 12:31:00,
11,05/19/2015 12:31:04,
21,05/19/2015 12:31:13,
11,05/19/2015 12:31:15,
14,05/19/2015 12:31:38,
24,05/19/2015 12:32:02,
15,05/19/2015 12:32:08,
13,05/19/2015 12:32:20,
14,05/19/2015 12:32:29,
12,05/19/2015 12:32:32,
11,05/19/2015 12:32:50,
22,05/19/2015 12:33:07,
18,05/19/2015 12:33:09,
8,05/19/2015 12:33:11,
10,05/19/2015 12:33:27,
24,05/19/2015 12:33:50,
23,05/19/2015 12:33:53,
19,05/19/2015 12:33:56,
9,05/19/2015 12:33:59,
6,05/19/2015 12:34:02,
4,05/19/2015 12:34:05,
8,05/19/2015 12:34:11,
9,05/19/2015 12:34:14,
12,05/19/2015 12:34:47,
20,05/19/2015 12:34:52,
14,05/19/2015 12:34:56,
23,05/19/2015 12:34:59,
24,05/19/2015 12:35:01,
20,05/19/2015 12:35:05,
19,05/19/2015 12:35:20,
26,05/19/2015 12:35:23,
28,05/19/2015 12:35:26,
21,05/19/2015 12:35:29,
22,05/19/2015 12:35:32,
29,05/19/2015 12:35:35,
19,05/19/2015 12:35:38,
19,05/19/2015 12:35:45,
14,05/19/2015 12:35:45,
14,05/19/2015 12:35:45,
14,05/19/2015 12:35:47,
22,05/19/2015 12:35:53,
22,05/19/2015 12:35:53,
31,05/19/2015 12:35:56,
22,05/19/2015 12:35:59,
22,05/19/2015 12:35:59,
22,05/19/2015 12:36:02,
20,05/19/2015 12:36:04,
31,05/19/2015 12:36:11,
31,05/19/2015 12:36:11,
31,05/19/2015 12:36:14,
31,05/19/2015 12:36:17,
31,05/19/2015 12:36:21,
31,05/19/2015 12:36:21,
31,05/19/2015 12:36:21,
31,05/19/2015 12:36:32,
15,05/19/2015 12:36:32,
15,05/19/2015 12:36:32,
15,05/19/2015 12:36:35,
15,05/19/2015 12:36:50,
15,05/19/2015 12:36:50,
15,05/19/2015 12:36:50,
15,05/19/2015 12:37:01,
15,05/19/2015 12:37:01,
15,05/19/2015 12:37:01,
15,05/19/2015 12:37:02,
20,05/19/2015 12:37:11,
27,05/19/2015 12:37:14,
23,05/19/2015 12:37:17,
23,05/19/2015 12:37:20,
23,05/19/2015 12:37:20,
23,05/19/2015 12:37:20,
15,05/19/2015 12:37:20,
20,05/19/2015 12:37:27,
20,05/19/2015 12:37:33,
12,05/19/2015 12:37:33,
12,05/19/2015 12:37:33,
12,05/19/2015 12:37:35,
17,05/19/2015 12:37:40,
15,05/19/2015 12:37:43,
14,05/19/2015 12:37:56,
15,05/19/2015 12:37:58,
12,05/19/2015 12:38:01,
11,05/19/2015 12:38:19,
11,05/19/2015 12:38:23,
11,05/19/2015 12:38:31,
11,05/19/2015 12:38:31,
11,05/19/2015 12:38:31,
8,05/19/2015 12:38:34,
9,05/19/2015 12:38:35,
9,05/19/2015 12:38:45,
14,05/19/2015 12:38:45,
14,05/19/2015 12:38:45,
14,05/19/2015 12:38:47,
13,05/19/2015 12:38:59,
13,05/19/2015 12:39:08,
13,05/19/2015 12:39:10,
13,05/19/2015 12:39:14,
13,05/19/2015 12:39:14,
13,05/19/2015 12:39:14,
11,05/19/2015 12:39:17,
11,05/19/2015 12:39:40,
16,05/19/2015 12:39:40,
16,05/19/2015 12:39:40,
16,05/19/2015 12:39:44,
16,05/19/2015 12:40:01,
16,05/19/2015 12:40:01,
16,05/19/2015 12:40:01,
25,05/19/2015 12:40:06,
31,05/19/2015 12:40:11,
26,05/19/2015 12:40:15,
31,05/19/2015 12:40:17,
31,05/19/2015 12:40:32,
16,05/19/2015 12:40:32,
16,05/19/2015 12:40:32,
16,05/19/2015 12:40:35,
16,05/19/2015 12:40:53,
16,05/19/2015 12:40:57,
16,05/19/2015 12:41:00,
16,05/19/2015 12:41:02,
16,05/19/2015 12:41:03,
16,05/19/2015 12:41:03,
16,05/19/2015 12:41:03,
21,05/19/2015 12:41:15,
29,05/19/2015 12:41:27,
21,05/19/2015 12:41:45,
22,05/19/2015 12:41:54,
21,05/19/2015 12:42:03,
18,05/19/2015 12:42:24,
24,05/19/2015 12:42:27,
13,05/19/2015 12:42:38,
9,05/19/2015 12:42:45,
16,05/19/2015 12:44:09,
29,05/19/2015 12:44:12,
17,05/19/2015 12:44:15,
25,05/19/2015 12:44:18,
23,05/19/2015 12:44:21,
24,05/19/2015 12:44:36,
16,05/19/2015 12:44:45,
13,05/19/2015 12:45:06,
23,05/19/2015 12:45:35,
17,05/19/2015 12:45:40,
16,05/19/2015 12:45:44,
19,05/19/2015 12:45:47,
18,05/19/2015 12:46:18,
20,05/19/2015 12:46:38,
19,05/19/2015 12:46:40,
26,05/19/2015 12:46:45,
28,05/19/2015 12:46:47,
21,05/19/2015 12:46:49,
19,05/19/2015 12:46:56,
20,05/19/2015 12:47:03,
23,05/19/2015 12:47:30,
