-0.9412427,-0.20881577,1.5416441,05/16/2015 10:50:09,
-0.14923966,-0.07978409,1.9130218,05/16/2015 10:50:09,
0.0411644,-0.2917433,-0.46253815,05/16/2015 10:50:09,
0.13846207,-0.83975375,0.76640624,05/16/2015 10:50:09,
-0.3001259,-0.64036834,0.4513115,05/16/2015 10:50:09,
-0.6053412,-0.6167175,0.8244855,05/16/2015 10:50:10,
-0.036673736,-0.11855347,0.0823288,05/16/2015 10:50:10,
0.08786728,0.0071850587,0.8656499,05/16/2015 10:50:10,
0.33784744,-0.03592529,-0.011376343,05/16/2015 10:50:10,
-0.20222946,-0.28081605,1.6804056,05/16/2015 10:50:11,
-0.103434905,-0.044607237,1.3847704,05/16/2015 10:50:11,
0.26794282,-0.043110352,0.58453447,05/16/2015 10:50:11,
-0.124391325,0.09595047,0.8361612,05/16/2015 10:50:11,
0.41658372,0.16765137,0.7158115,05/16/2015 10:50:11,
0.3824547,0.28351045,1.5226337,05/16/2015 10:50:12,
0.42212218,-0.061671752,1.4160553,05/16/2015 10:50:12,
0.96264815,0.22348526,0.7887099,05/16/2015 10:50:12,
1.1208692,0.30776,0.27348128,05/16/2015 10:50:12,
0.49531996,0.0071850587,1.7290545,05/16/2015 10:50:12,
0.2415976,0.20282821,0.5466632,05/16/2015 10:50:13,
0.6288423,0.14504836,0.6129753,05/16/2015 10:50:13,
0.15343094,-0.062120818,1.387315,05/16/2015 10:50:13,
0.655936,0.040415954,0.93375826,05/16/2015 10:50:13,
-0.32018417,-0.3330574,1.2519965,05/16/2015 10:50:13,
0.040715333,0.015567627,0.53079623,05/16/2015 10:50:14,
-0.05733078,-0.11870316,1.0367441,05/16/2015 10:50:14,
-0.21420456,0.02454895,1.1202704,05/16/2015 10:50:14,
-0.34847534,0.056881715,0.71341646,05/16/2015 10:50:14,
-0.14220428,-0.0044906614,0.87657714,05/16/2015 10:50:15,
-0.36194733,-0.019160157,0.8997789,05/16/2015 10:50:15,
