('23.4946887', '87.31711062') ['18:05:08']
('23.49646588', '87.31357004') ['18:03:32']
('23.50344458', '87.30768983') ['18:00:45']
('23.51114882', '87.31064827') ['17:59:19']
('23.52718275', '87.31121218') ['17:55:41']
('23.52816135', '87.31117962') ['17:55:03']
('23.52882562', '87.31040986') ['17:54:39']
('23.53336231', '87.30655908') ['17:53:10']
('23.53551565', '87.29735193') ['17:49:11']
('23.53571698', '87.29795581') ['17:49:47']
('23.53757434', '87.2967334') ['17:47:47']
('23.53836683', '87.29787185') ['17:46:50']
('23.53889525', '87.29826042') ['17:46:22']
('23.54184805', '87.30019474') ['17:45:13']
('23.54236369', '87.30692509') ['17:42:22']
('23.54274966', '87.30081499') ['17:44:51']
('23.54337356', '87.30126013') ['17:44:28']
('23.54431076', '87.30825538') ['17:41:28']
('23.54465205', '87.30211071') ['17:43:52']
('23.54659546', '87.30981909') ['17:38:18']
('23.54840192', '87.30145103') ['17:36:20']
('23.55195838', '87.29683851') ['17:34:52']
('23.55931663', '87.29875863') ['17:33:07']
('23.55982031', '87.29873888') ['17:32:30']
('23.56820188', '87.29889056') ['17:30:56']
('23.5722218', '87.30263879') ['17:26:13']
('23.57226239', '87.28396408') ['17:04:33']
('23.57384509', '87.27642634') ['17:06:31']
('23.57412876', '87.29928911') ['17:24:14']
('23.57498348', '87.29154282') ['17:22:30']
('23.57539868', '87.27558988') ['17:07:03']
('23.57663845', '87.27483388') ['17:07:33']
('23.57937706', '87.29159659') ['17:21:42']
('23.57959882', '87.27348679') ['17:08:23']
('23.57963647', '87.28070942') ['17:12:52']
('23.58007991', '87.28750356') ['17:20:49']
('23.5802014', '87.27969312') ['17:12:20']
('23.58233974', '87.2760132') ['17:09:22']
('23.58288538', '87.28357737') ['17:14:45']
('23.58312676', '87.28752958') ['17:20:08']
('23.58635491', '87.28765812') ['17:19:27']
('23.58709486', '87.2835577') ['17:15:44']
('23.58884641', '87.2819983') ['17:17:02']
('23.58894202', '87.28626913') ['17:18:45']
('23.59045995', '87.28476401') ['17:18:15']
('23.59065679', '87.28456969') ['17:17:58']
