('23.49351897', '87.31614618') ['18:26:58']
('23.50030622', '87.30590021') ['18:30:09']
('23.50330479', '87.30753674') ['18:31:12']
('23.50720897', '87.30993534') ['18:32:39']
('23.51961334', '87.31116114') ['18:35:22']
('23.52831444', '87.3111519') ['18:37:00']
('23.53334423', '87.30653469') ['18:39:04']
('23.53512184', '87.29760839') ['18:40:41']
('23.53627684', '87.29597938') ['18:42:56']
('23.53756349', '87.29673785') ['18:43:25']
('23.53858446', '87.29803688') ['18:44:23']
('23.54030418', '87.29922395') ['18:45:11']
('23.54231893', '87.30687691') ['18:48:38']
('23.54277484', '87.30085671') ['18:46:11']
('23.54341282', '87.30125047') ['18:46:33']
('23.54426791', '87.308218') ['18:49:22']
('23.54458997', '87.30209813') ['18:47:06']
('23.54808311', '87.30772942') ['18:50:56']
('23.54818872', '87.30382191') ['18:51:56']
('23.55998623', '87.29868955') ['18:55:30']
('23.56262704', '87.29867356') ['18:56:38']
('23.56475627', '87.29875811') ['18:57:10']
('23.56620416', '87.28503425') ['19:27:52']
('23.56630196', '87.28526743') ['19:26:59']
('23.56809272', '87.30241973') ['18:58:44']
('23.56812695', '87.30243027') ['18:58:45']
('23.57212778', '87.30255195') ['18:59:38']
('23.57234938', '87.30256126') ['19:01:26']
('23.5739777', '87.29933299') ['19:02:53']
('23.57400504', '87.29867435') ['19:03:36']
('23.57402857', '87.29518243') ['19:04:30']
('23.57949502', '87.27347516') ['19:20:35']
('23.5800597', '87.28747313') ['19:07:44']
('23.58028683', '87.27941965') ['19:16:05']
('23.58214991', '87.27605034') ['19:17:11']
('23.58618615', '87.28758088') ['19:09:18']
('23.58718681', '87.28351') ['19:12:36']
('23.58881789', '87.28210263') ['19:11:47']
('23.58898788', '87.28619747') ['19:10:14']
('23.59063621', '87.28453733') ['19:10:54']
